000609723	0.196	02:49:27
000791567	0.184	03:39:59
000791568	0.160	03:39:59
000791569	0.110	03:39:59
000791570	0.081	03:39:59
000791571	0.065	03:39:59
000791572	0.053	03:39:59
000791573	0.029	03:39:59
000791574	0.028	03:39:59
000791575	0.031	03:39:59
000791576	0.057	03:39:59
000791577	0.057	03:39:59
000791578	0.071	03:39:59
000791579	0.092	03:39:59
000791580	0.105	03:39:59
000791581	0.110	03:39:59
000791582	0.118	03:39:59
000791583	0.119	03:39:59
000791584	0.142	03:39:59
000791585	0.143	03:39:59
000791586	0.154	03:39:59
000791587	0.163	03:39:59
000791588	0.179	03:39:59
000791589	0.187	03:39:59
000791590	0.196	03:39:59
000791981	0.195	03:40:06
000791982	0.169	03:40:06
000791983	0.123	03:40:06
000791984	0.087	03:40:06
000791985	0.070	03:40:06
000791986	0.056	03:40:06
000791987	0.032	03:40:06
000791988	0.023	03:40:06
000791989	0.026	03:40:06
000791990	0.047	03:40:06
000791991	0.050	03:40:06
000791992	0.062	03:40:06
000791993	0.072	03:40:06
000791994	0.094	03:40:06
000791995	0.104	03:40:06
000791996	0.111	03:40:06
000791997	0.115	03:40:06
000791998	0.143	03:40:06
000791999	0.145	03:40:06
000792000	0.182	03:40:06
000792001	0.182	03:40:06
000792002	0.185	03:40:06
000792003	0.188	03:40:06
000792004	0.195	03:40:06
000795993	0.186	03:41:13
000795994	0.160	03:41:13
000795995	0.110	03:41:13
000795996	0.088	03:41:13
000795997	0.060	03:41:13
000795998	0.050	03:41:13
000795999	0.026	03:41:13
000796000	0.029	03:41:13
000796001	0.033	03:41:13
000796002	0.056	03:41:13
000796003	0.063	03:41:13
000796004	0.085	03:41:13
000796005	0.088	03:41:13
000796006	0.105	03:41:13
000796007	0.112	03:41:13
000796008	0.121	03:41:13
000796009	0.139	03:41:13
000796010	0.145	03:41:13
000796011	0.152	03:41:13
000796012	0.161	03:41:13
000796013	0.171	03:41:13
000796014	0.181	03:41:13
000796015	0.187	03:41:13
000796016	0.198	03:41:13
000796439	0.195	03:41:20
000796440	0.165	03:41:20
000796441	0.127	03:41:20
000796442	0.100	03:41:20
000796443	0.086	03:41:20
000796444	0.056	03:41:20
000796445	0.020	03:41:20
000796446	0.017	03:41:20
000796447	0.016	03:41:20
000796448	0.024	03:41:20
000796449	0.038	03:41:20
000796450	0.044	03:41:20
000796451	0.045	03:41:20
000796452	0.059	03:41:20
000796453	0.087	03:41:20
000796454	0.101	03:41:20
000796455	0.105	03:41:20
000796456	0.111	03:41:20
000796457	0.117	03:41:20
000796458	0.129	03:41:20
000796459	0.150	03:41:20
000796460	0.185	03:41:20
000796461	0.192	03:41:20
000796462	0.198	03:41:21
000832516	0.185	03:51:22
000832517	0.146	03:51:22
000832518	0.110	03:51:22
000832519	0.081	03:51:22
000832520	0.056	03:51:22
000832521	0.042	03:51:22
000832522	0.033	03:51:22
000832523	0.041	03:51:22
000832524	0.047	03:51:22
000832525	0.066	03:51:22
000832526	0.074	03:51:22
000832527	0.086	03:51:22
000832528	0.102	03:51:22
000832529	0.118	03:51:22
000832530	0.128	03:51:22
000832531	0.136	03:51:22
000832532	0.138	03:51:22
000832533	0.145	03:51:22
000832534	0.156	03:51:22
000832535	0.165	03:51:22
000832536	0.165	03:51:22
000832537	0.177	03:51:22
000832538	0.187	03:51:22
000832986	0.187	03:51:30
000832987	0.161	03:51:30
000832988	0.147	03:51:30
000832989	0.081	03:51:30
000832990	0.064	03:51:30
000832991	0.052	03:51:30
000832992	0.028	03:51:30
000832993	0.027	03:51:30
000832994	0.027	03:51:30
000832995	0.033	03:51:30
000832996	0.061	03:51:30
000832997	0.066	03:51:30
000832998	0.076	03:51:30
000832999	0.097	03:51:30
000833000	0.112	03:51:30
000833001	0.112	03:51:30
000833002	0.114	03:51:30
000833003	0.118	03:51:30
000833004	0.145	03:51:30
000833005	0.153	03:51:30
000833006	0.159	03:51:30
000833007	0.175	03:51:30
000833008	0.175	03:51:30
000833009	0.179	03:51:30
000833010	0.197	03:51:30
000860253	0.160	03:59:04
000860254	0.126	03:59:04
000860255	0.102	03:59:04
000860256	0.078	03:59:04
000860257	0.068	03:59:04
000860258	0.065	03:59:04
000860259	0.069	03:59:04
000860260	0.081	03:59:04
000860261	0.090	03:59:04
000860262	0.099	03:59:04
000860263	0.106	03:59:04
000860264	0.124	03:59:04
000860265	0.133	03:59:04
000860266	0.141	03:59:04
000860267	0.148	03:59:04
000860268	0.162	03:59:04
000860269	0.162	03:59:04
000860270	0.171	03:59:05
000860271	0.178	03:59:05
000860272	0.187	03:59:05
000860273	0.199	03:59:05
000860680	0.192	03:59:11
000860681	0.172	03:59:11
000860682	0.125	03:59:11
000860683	0.097	03:59:11
000860684	0.091	03:59:11
000860685	0.079	03:59:11
000860686	0.067	03:59:11
000860687	0.070	03:59:11
000860688	0.071	03:59:11
000860689	0.082	03:59:11
000860690	0.088	03:59:12
000860691	0.094	03:59:12
000860692	0.109	03:59:12
000860693	0.125	03:59:12
000860694	0.129	03:59:12
000860695	0.134	03:59:12
000860696	0.135	03:59:12
000860697	0.153	03:59:12
000860698	0.153	03:59:12
000860699	0.161	03:59:12
000860700	0.161	03:59:12
000860701	0.195	03:59:12
000905806	0.186	04:11:44
000905807	0.158	04:11:44
000905808	0.107	04:11:44
000905809	0.083	04:11:44
000905810	0.082	04:11:44
000905811	0.059	04:11:44
000905812	0.029	04:11:44
000905813	0.033	04:11:44
000905814	0.044	04:11:44
000905815	0.062	04:11:44
000905816	0.076	04:11:44
000905817	0.076	04:11:44
000905818	0.088	04:11:44
000905819	0.118	04:11:44
000905820	0.124	04:11:44
000905821	0.132	04:11:44
000905822	0.140	04:11:44
000905823	0.140	04:11:44
000905824	0.160	04:11:44
000905825	0.163	04:11:44
000905826	0.165	04:11:44
000905827	0.171	04:11:44
000905828	0.184	04:11:44
000922161	0.194	04:16:17
000922162	0.163	04:16:17
000922163	0.110	04:16:17
000922164	0.087	04:16:17
000922165	0.065	04:16:17
000922166	0.054	04:16:17
000922167	0.031	04:16:17
000922168	0.030	04:16:17
000922169	0.032	04:16:17
000922170	0.055	04:16:17
000922171	0.068	04:16:17
000922172	0.083	04:16:17
000922173	0.088	04:16:17
000922174	0.110	04:16:17
000922175	0.113	04:16:17
000922176	0.124	04:16:17
000922177	0.146	04:16:17
000922178	0.148	04:16:17
000922179	0.153	04:16:17
000922180	0.157	04:16:17
000922181	0.170	04:16:17
000922182	0.179	04:16:17
000922183	0.184	04:16:17
000922184	0.196	04:16:17
000922607	0.184	04:16:24
000922608	0.165	04:16:24
000922609	0.119	04:16:24
000922610	0.078	04:16:24
000922611	0.063	04:16:24
000922612	0.054	04:16:24
000922613	0.038	04:16:24
000922614	0.028	04:16:24
000922615	0.031	04:16:24
000922616	0.054	04:16:24
000922617	0.058	04:16:24
000922618	0.064	04:16:24
000922619	0.073	04:16:24
000922620	0.107	04:16:24
000922621	0.111	04:16:24
000922622	0.121	04:16:24
000922623	0.125	04:16:24
000922624	0.145	04:16:24
000922625	0.145	04:16:24
000922626	0.153	04:16:24
000922627	0.161	04:16:24
000922628	0.172	04:16:24
000922629	0.178	04:16:24
000922630	0.190	04:16:24
000950103	0.196	04:24:02
000950104	0.165	04:24:02
000950105	0.114	04:24:03
000950106	0.093	04:24:03
000950107	0.063	04:24:03
000950108	0.045	04:24:03
000950109	0.029	04:24:03
000950110	0.030	04:24:03
000950111	0.039	04:24:03
000950112	0.062	04:24:03
000950113	0.068	04:24:03
000950114	0.086	04:24:03
000950115	0.103	04:24:03
000950116	0.114	04:24:03
000950117	0.122	04:24:03
000950118	0.137	04:24:03
000950119	0.140	04:24:03
