000176294	0.195	00:48:59
000320432	0.158	01:29:03
000320433	0.118	01:29:03
000320434	0.091	01:29:03
000320435	0.057	01:29:03
000320436	0.045	01:29:03
000320437	0.027	01:29:03
000320438	0.026	01:29:03
000320439	0.036	01:29:03
000320440	0.049	01:29:03
000320441	0.068	01:29:03
000320442	0.082	01:29:03
000320443	0.092	01:29:03
000320444	0.108	01:29:03
000320445	0.121	01:29:03
000320446	0.122	01:29:03
000320447	0.136	01:29:03
000320448	0.140	01:29:03
000320449	0.146	01:29:03
000320450	0.145	01:29:03
000320451	0.163	01:29:03
000320452	0.181	01:29:03
000320453	0.185	01:29:03
000320454	0.194	01:29:03
000321051	0.195	01:29:13
000321052	0.178	01:29:13
000321053	0.127	01:29:13
000321054	0.086	01:29:13
000321055	0.078	01:29:13
000321056	0.059	01:29:13
000321057	0.043	01:29:13
000321058	0.016	01:29:13
000321059	0.017	01:29:13
000321060	0.036	01:29:13
000321061	0.044	01:29:13
000321062	0.053	01:29:13
000321063	0.071	01:29:13
000321064	0.085	01:29:13
000321065	0.093	01:29:13
000321066	0.101	01:29:13
000321067	0.102	01:29:13
000321068	0.129	01:29:13
000321069	0.131	01:29:13
000321070	0.144	01:29:13
000321071	0.145	01:29:13
000321072	0.171	01:29:13
000321073	0.176	01:29:13
000321074	0.183	01:29:13
000321075	0.194	01:29:13
000333302	0.196	01:32:37
000333303	0.155	01:32:37
000333304	0.114	01:32:37
000333305	0.087	01:32:37
000333306	0.060	01:32:37
000333307	0.044	01:32:37
000333308	0.031	01:32:37
000333309	0.033	01:32:37
000333310	0.041	01:32:37
000333311	0.059	01:32:37
000333312	0.067	01:32:37
000333313	0.091	01:32:37
000333314	0.099	01:32:38
000333315	0.112	01:32:38
000333316	0.117	01:32:38
000333317	0.123	01:32:38
000333318	0.144	01:32:38
000333319	0.149	01:32:38
000333320	0.154	01:32:38
000333321	0.158	01:32:38
000333322	0.163	01:32:38
000333323	0.180	01:32:38
000333324	0.184	01:32:38
000333325	0.197	01:32:38
000333729	0.159	01:32:44
000333740	0.179	01:32:45
000333741	0.151	01:32:45
000333742	0.117	01:32:45
000333743	0.085	01:32:45
000333744	0.066	01:32:45
000333745	0.053	01:32:45
000333746	0.030	01:32:45
000333747	0.031	01:32:45
000333748	0.033	01:32:45
000333749	0.059	01:32:45
000333750	0.060	01:32:45
000333751	0.070	01:32:45
000333752	0.090	01:32:45
000333753	0.111	01:32:45
000333754	0.118	01:32:45
000333755	0.129	01:32:45
000333756	0.135	01:32:45
000333757	0.148	01:32:45
000333758	0.151	01:32:45
000333759	0.161	01:32:45
000333760	0.159	01:32:45
000333761	0.184	01:32:45
000333762	0.190	01:32:45
000333763	0.199	01:32:45
000355570	0.184	01:38:49
000355571	0.166	01:38:49
000355572	0.144	01:38:49
000355573	0.101	01:38:49
000355574	0.080	01:38:49
000355575	0.064	01:38:49
000355576	0.058	01:38:49
000355577	0.025	01:38:49
000355578	0.028	01:38:49
000355579	0.041	01:38:49
000355580	0.055	01:38:49
000355581	0.072	01:38:49
000355582	0.092	01:38:49
000355583	0.107	01:38:49
000355584	0.113	01:38:49
000355585	0.132	01:38:49
000355586	0.139	01:38:49
000355587	0.146	01:38:49
000355588	0.149	01:38:49
000355589	0.156	01:38:49
000355590	0.153	01:38:49
000355591	0.169	01:38:49
000355592	0.184	01:38:49
000356162	0.159	01:38:59
000356163	0.112	01:38:59
000356164	0.105	01:38:59
000356165	0.082	01:38:59
000356166	0.039	01:38:59
000356167	0.029	01:38:59
000356168	0.029	01:38:59
000356169	0.034	01:38:59
000356170	0.045	01:38:59
000356171	0.046	01:38:59
000356172	0.047	01:38:59
000356173	0.069	01:38:59
000356174	0.097	01:38:59
000356175	0.100	01:38:59
000356176	0.101	01:38:59
000356177	0.113	01:38:59
000356178	0.115	01:38:59
000356179	0.164	01:38:59
000356180	0.165	01:38:59
000356181	0.170	01:38:59
000356182	0.173	01:38:59
000356183	0.185	01:38:59
000356184	0.197	01:38:59
000382143	0.184	01:46:12
000382144	0.160	01:46:12
000382145	0.110	01:46:12
000382146	0.084	01:46:12
000382147	0.063	01:46:12
000382148	0.048	01:46:12
000382149	0.028	01:46:12
000382150	0.026	01:46:12
000382151	0.029	01:46:12
000382152	0.057	01:46:12
000382153	0.062	01:46:12
000382154	0.070	01:46:12
000382155	0.086	01:46:12
000382156	0.105	01:46:12
000382157	0.110	01:46:12
000382158	0.115	01:46:12
000382159	0.122	01:46:12
000382160	0.146	01:46:12
000382161	0.146	01:46:12
000382162	0.155	01:46:12
000382163	0.174	01:46:12
000382164	0.179	01:46:12
000382165	0.182	01:46:12
000382166	0.191	01:46:12
000382593	0.186	01:46:19
000382594	0.148	01:46:19
000382595	0.113	01:46:19
000382596	0.092	01:46:19
000382597	0.058	01:46:19
000382598	0.042	01:46:19
000382599	0.032	01:46:19
000382600	0.034	01:46:19
000382601	0.041	01:46:19
000382602	0.065	01:46:19
000382603	0.071	01:46:19
000382604	0.084	01:46:19
000382605	0.102	01:46:19
000382606	0.115	01:46:19
000382607	0.127	01:46:19
000382608	0.134	01:46:19
000382609	0.137	01:46:20
000382610	0.139	01:46:20
000382611	0.160	01:46:20
000382612	0.169	01:46:20
000382613	0.172	01:46:20
000382614	0.181	01:46:20
000382615	0.191	01:46:20
000400053	0.194	01:51:10
000400054	0.157	01:51:10
000400055	0.114	01:51:10
000400056	0.083	01:51:10
000400057	0.060	01:51:10
000400058	0.046	01:51:10
000400059	0.032	01:51:10
000400060	0.037	01:51:11
000400061	0.044	01:51:11
000400062	0.062	01:51:11
000400063	0.066	01:51:11
000400064	0.083	01:51:11
000400065	0.095	01:51:11
000400066	0.110	01:51:11
000400067	0.117	01:51:11
000400068	0.123	01:51:11
000400069	0.128	01:51:11
000400070	0.147	01:51:11
000400071	0.152	01:51:11
000400072	0.155	01:51:11
000400073	0.154	01:51:11
000400074	0.170	01:51:11
000400075	0.187	01:51:11
000400076	0.197	01:51:11
000400700	0.184	01:51:21
000400701	0.161	01:51:21
000400702	0.155	01:51:21
000400703	0.107	01:51:21
000400704	0.064	01:51:21
000400705	0.054	01:51:21
000400706	0.050	01:51:21
000400707	0.035	01:51:21
000400708	0.031	01:51:21
000400709	0.060	01:51:21
000400710	0.065	01:51:21
000400711	0.076	01:51:21
000400712	0.085	01:51:21
000400713	0.091	01:51:21
000400714	0.102	01:51:21
000400715	0.119	01:51:21
000400716	0.128	01:51:21
000400717	0.134	01:51:21
000400718	0.133	01:51:21
000400719	0.146	01:51:21
000400720	0.166	01:51:22
000400721	0.170	01:51:22
000400722	0.176	01:51:22
000400723	0.183	01:51:22
000400724	0.194	01:51:22
000409528	0.188	01:53:48
000409529	0.158	01:53:48
000409530	0.109	01:53:48
000409531	0.085	01:53:48
000409532	0.058	01:53:48
000409533	0.047	01:53:48
000409534	0.033	01:53:48
000409535	0.033	01:53:48
000409536	0.036	01:53:49
000409537	0.059	01:53:49
000409538	0.067	01:53:49
000409539	0.079	01:53:49
000409540	0.098	01:53:49
000409541	0.112	01:53:49
000409542	0.122	01:53:49
000409543	0.134	01:53:49
000409544	0.134	01:53:49
000409545	0.146	01:53:49
000409546	0.148	01:53:49
000409547	0.154	01:53:49
000409548	0.164	01:53:49
000409549	0.179	01:53:49
000409550	0.184	01:53:49
000409551	0.193	01:53:49
000410288	0.197	01:54:01
000410289	0.176	01:54:01
000410290	0.113	01:54:01
000410291	0.097	01:54:01
000410292	0.082	01:54:01
000410293	0.064	01:54:01
000410294	0.049	01:54:01
000410295	0.019	01:54:01
000410296	0.021	01:54:01
000410297	0.037	01:54:01
000410298	0.047	01:54:01
000410299	0.062	01:54:01
000410300	0.086	01:54:01
000410301	0.104	01:54:01
000410302	0.115	01:54:01
