000259327	0.177	01:12:04
000259328	0.197	01:12:04
000259765	0.181	01:12:11
000259766	0.190	01:12:11
000287566	0.180	01:19:55
000287567	0.192	01:19:55
000288750	0.179	01:20:14
000288751	0.193	01:20:14
000293692	0.177	01:21:37
000293693	0.184	01:21:37
000294388	0.182	01:21:48
000294389	0.187	01:21:48
000441791	0.178	02:02:46
000441792	0.190	02:02:46
000442355	0.182	02:02:56
000442356	0.192	02:02:56
000461902	0.178	02:08:22
000461903	0.193	02:08:22
000462410	0.169	02:08:30
000462411	0.187	02:08:30
000468984	0.177	02:10:20
000468985	0.193	02:10:20
000469482	0.181	02:10:28
000469483	0.191	02:10:28
000476478	0.182	02:12:25
000476479	0.197	02:12:25
000477040	0.176	02:12:34
000477041	0.189	02:12:34
000497260	0.181	02:18:11
000497261	0.196	02:18:11
000498102	0.172	02:18:25
000498103	0.180	02:18:25
000518004	0.181	02:23:57
000518005	0.196	02:23:57
000518608	0.178	02:24:07
000518609	0.191	02:24:07
000526621	0.182	02:26:21
000526622	0.200	02:26:21
000526993	0.189	02:26:27
000526994	0.195	02:26:27
000532845	0.181	02:28:05
000532846	0.199	02:28:05
000533205	0.175	02:28:11
000533206	0.191	02:28:11
000560215	0.181	02:35:41
000560216	0.199	02:35:41
000565193	0.177	02:37:04
000565194	0.191	02:37:04
000603297	0.184	02:47:39
000603298	0.197	02:47:39
000603739	0.174	02:47:47
000603740	0.196	02:47:47
000613166	0.179	02:50:24
000613167	0.194	02:50:24
000613624	0.180	02:50:32
000613625	0.195	02:50:32
000630338	0.178	02:55:10
000630339	0.194	02:55:10
000630720	0.175	02:55:17
000630721	0.189	02:55:17
000638958	0.181	02:57:34
000638959	0.192	02:57:34
000639616	0.182	02:57:45
000639617	0.190	02:57:45
000658266	0.184	03:02:56
000658267	0.196	03:02:56
000658840	0.173	03:03:06
000658841	0.182	03:03:06
000754005	0.184	03:29:33
000754006	0.199	03:29:33
000754417	0.178	03:29:39
000754418	0.186	03:29:39
000767418	0.180	03:33:16
000767419	0.197	03:33:16
000767970	0.177	03:33:25
000767971	0.187	03:33:25
000815670	0.181	03:46:41
000815671	0.196	03:46:41
000816080	0.173	03:46:48
000816081	0.187	03:46:48
000823532	0.178	03:48:52
000823533	0.196	03:48:52
000824574	0.180	03:49:09
000824575	0.195	03:49:09
000844520	0.191	03:54:42
000844521	0.196	03:54:42
000873035	0.179	04:02:37
000873036	0.192	04:02:37
000892451	0.179	04:08:01
000892452	0.194	04:08:01
000904201	0.181	04:11:17
000904202	0.189	04:11:17
000905121	0.184	04:11:32
000905122	0.197	04:11:32
000910155	0.181	04:12:56
000910156	0.195	04:12:56
000910853	0.177	04:13:08
000910854	0.192	04:13:08
000943484	0.181	04:22:12
000943485	0.192	04:22:12
000943960	0.185	04:22:20
000943961	0.197	04:22:20
000951854	0.180	04:24:32
000951855	0.192	04:24:32
000952356	0.172	04:24:40
000952357	0.188	04:24:40
001008149	0.179	04:40:10
001008150	0.195	04:40:10
001008885	0.174	04:40:23
001008886	0.187	04:40:23
001020167	0.180	04:43:31
001020168	0.196	04:43:31
001020593	0.180	04:43:38
001020594	0.193	04:43:38
001051117	0.182	04:52:07
001051118	0.197	04:52:07
001380396	0.179	06:23:38
001380397	0.188	06:23:38
001382402	0.170	06:24:11
001382403	0.196	06:24:11
001382860	0.177	06:24:19
001382861	0.189	06:24:19
001391526	0.173	06:26:43
001391527	0.191	06:26:43
001391884	0.195	06:26:49
001397754	0.181	06:28:27
001397755	0.196	06:28:27
001398153	0.189	06:28:34
001398154	0.148	06:28:34
001398155	0.170	06:28:34
001409477	0.183	06:31:43
001409478	0.197	06:31:43
001410171	0.173	06:31:54
001410172	0.188	06:31:54
001425399	0.182	06:36:08
001425400	0.197	06:36:08
001425794	0.200	06:36:15
001425795	0.169	06:36:15
001425796	0.185	06:36:15
001430831	0.180	06:37:39
001430832	0.195	06:37:39
001431181	0.183	06:37:44
001431182	0.188	06:37:44
001439553	0.181	06:40:04
001439554	0.197	06:40:04
001440207	0.174	06:40:15
001440208	0.186	06:40:15
001456809	0.173	06:44:52
001456810	0.192	06:44:52
001460595	0.180	06:45:55
001460596	0.193	06:45:55
001461051	0.177	06:46:03
001461052	0.187	06:46:03
001470745	0.181	06:48:44
001470746	0.196	06:48:44
001471293	0.177	06:48:53
001471294	0.192	06:48:53
001476971	0.177	06:50:28
001476972	0.188	06:50:28
001477325	0.182	06:50:34
001477326	0.199	06:50:34
001485583	0.183	06:52:52
001485584	0.199	06:52:52
001486143	0.188	06:53:01
001486144	0.198	06:53:01
001543286	0.184	07:08:54
001543287	0.197	07:08:54
001543732	0.186	07:09:01
001543733	0.192	07:09:01
001551414	0.182	07:11:09
001551415	0.196	07:11:09
001552050	0.181	07:11:20
001552051	0.193	07:11:20
001559510	0.179	07:13:24
001559511	0.194	07:13:24
001560060	0.173	07:13:34
001560061	0.183	07:13:34
001645603	0.182	07:37:20
001645604	0.197	07:37:20
001646158	0.183	07:37:29
